c1		c2		c1parents		c2parents		conf		match		info		alt_c1		alt_c2		ignored_c1		ignored_c2	
wd:Q55463449	intermittent wetland	obo:ENVO_00000389	intermittent wetland	wd:Q170321	wetland	obo:ENVO_00000043	wetland area	high		intermittent wetland		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q55465414	lake channel	obo:ENVO_00000397	lake channel	wd:Q1210950	channel	obo:ENVO_00000395	channel of a watercourse	high		lake channel		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q55465477	marine channel	obo:ENVO_00000396	marine channel	wd:Q1210950	channel	obo:ENVO_00000395	channel of a watercourse	high		marine channel		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q55468440	underground irrigation canal	obo:ENVO_00000505	underground irrigation canal	wd:Q2935978	irrigation canal	obo:ENVO_00000036|obo:ENVO_00000061	irrigation canal|underground water body	high		underground irrigation canal		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q55613	Ecotone	obo:ENVO_01000947	ecotone	wd:Q1496967	territorial entity	obo:ENVO_01001110	ecosystem	high		ecotone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q55674403	cleft	obo:ENVO_00000526	cleft	wd:Q271669	landform	obo:ENVO_00000191|obo:ENVO_00000087	solid astronomical body part|cliff	high		cleft		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q556920	glacier terminus	obo:ENVO_01001529	glacier snout	wd:Q15989253	part	obo:ENVO_01001547|obo:ENVO_00000133	land ice mass|glacier	high		glacier terminus		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q55818	impact crater	obo:ENVO_01001071	impact crater	wd:Q271669|wd:Q3240715	landform|crater	obo:ENVO_00000514	crater	high		impact crater		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q56008168	Shuga	obo:ENVO_03000075	shuga	wd:Q23392	ice	obo:ENVO_03000063	new ice	high		shuga		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q5615741	latrine	obo:ENVO_01000519	latrine	wd:Q811979	architectural structure	obo:ENVO_01000516	toilet fixture	high		latrine		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q565731	siltstone	obo:ENVO_01000269	siltstone	wd:Q6931872	mudrock	obo:ENVO_01000271	clastic sedimentary rock	high		siltstone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q5662058	cupboard	obo:ENVO_01000595	cupboard	wd:Q2741056|wd:Q3561331	cabinet|vitrine	obo:ENVO_01000594	cabinet	high		cupboard		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q56697283	hydroelectric dam	obo:ENVO_00000468	hydroelectric dam	wd:Q12323	dam	obo:ENVO_00000074	dam	high		hydroelectric dam		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q56884953	stagnosol	obo:ENVO_00002274	stagnosol	wd:Q36133	soil	obo:ENVO_00001998	soil	high		stagnosol		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q570554	abyssal plain	obo:ENVO_00000244	abyssal plain	wd:Q160091|wd:Q55182671	plain|undersea landform	obo:ENVO_00000086	plain	high		abyssal plain		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q57244571	Regosol	obo:ENVO_00002256	regosol	wd:Q36133	soil	obo:ENVO_00001998	soil	high		regosol		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q575279	anchialine pool	obo:ENVO_01000368	anchialine pool	wd:Q15324	body of water	obo:ENVO_00000033	pond	high		anchialine pool		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q575913	Kelp forest	obo:ENVO_01000058	kelp forest	wd:Q237169	seaweed	obo:ENVO_00000104	undersea feature	high		kelp forest		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q576515	fast ice	obo:ENVO_01001522	fast ice	wd:Q213926	sea ice	obo:ENVO_01001536	sea ice mass	high		fast ice		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q582668	chemical energy	obo:ENVO_2000023	chemical energy	wd:Q155640	potential energy	obo:ENVO_2000016	potential energy	high		chemical energy		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q583075	phreatic zone	obo:ENVO_00000329	phreatic zone	wd:Q208791	aquifer	obo:ENVO_01000408	environmental zone	high		phreatic zone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q583488	air filter	obo:ENVO_00003968	air filter	wd:Q736556	filter	obo:ENVO_00003074|obo:ENVO_00002874	manufactured product|air conditioning unit	high		air filter		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q58675469	tectonic plate boundary	obo:ENVO_01001098	tectonic plate boundary	wd:Q215680	tectonic plate	obo:ENVO_01000408	environmental zone	high		tectonic plate boundary		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q587682	oil well	obo:ENVO_01000003	oil well	wd:Q811979	architectural structure	obo:ENVO_00000026	well	high		oil well		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q59151048	lightning flash	obo:ENVO_01000902	lightning flash	wd:Q488071	electric discharge	obo:ENVO_01000898	atmospheric lightning	high		lightning flash		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q591942	distributary	obo:ENVO_00000069	distributary	wd:Q4022	river	obo:ENVO_00000023	stream	high		distributary		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q5985490	ice piedmont	obo:ENVO_00009725	ice piedmont	wd:Q35666	glacier	obo:ENVO_00000133	glacier	high		ice piedmont		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q5985491	ice planet	obo:ENVO_01001137	ice planet	wd:Q44559	extrasolar planet	obo:ENVO_01000800	planet	high		ice planet		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q60186	meteorite	obo:ENVO_00002035	meteorite	wd:Q29020896|wd:Q8063	mineralogical specimen|rock	obo:ENVO_01000010	abiotic mesoscopic physical object	high		meteorite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q604673	Continental divide	obo:ENVO_00000293	continental divide	wd:Q152005	drainage divide	obo:ENVO_00000292	watershed	high		continental divide		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q60558026	fume	obo:ENVO_02000112	fume	wd:Q11432|wd:Q130768|wd:Q255722	gas|smoke|vapor	obo:ENVO_00010483	environmental material	high		fume		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q607538	whirlpool	obo:ENVO_00000409	whirlpool	wd:Q1322005	natural phenomenon	obo:ENVO_01000067	marine current	high		whirlpool		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q61071643	hailstorm	obo:ENVO_01000880	hailstorm	wd:Q6823473|wd:Q81054	meteorological disaster|storm	obo:ENVO_01000882|obo:ENVO_02500031	icestorm|hydrological process	high		hailstorm		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q61140231	Creamery	obo:ENVO_00003967	creamery	wd:Q41176|wd:Q628858	building|workplace	obo:ENVO_01000420|obo:ENVO_00003862	building part|dairy	high		creamery		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q611796	tunnel valley	obo:ENVO_00000436	tunnel valley	wd:Q2421276|wd:Q39816	glacial landform|valley	obo:ENVO_00000248	glacial valley	high		tunnel valley		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q61635643	red clay	obo:ENVO_02000045	red clay	wd:Q82480	sedimentary rock	obo:ENVO_01000082	biogenous sediment	high		red clay		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q61748425	Palsa mire	obo:ENVO_00000188	palsa mire	wd:Q1681353	bog	obo:ENVO_00000044	peatland	high		palsa mire		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6185405	alluvium	obo:ENVO_01001202	alluvium	wd:Q180184	sediment	obo:ENVO_00010483	environmental material	high		alluvium		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q630211	drumlin field	obo:ENVO_00000431	drumlin field	wd:Q19850234	hill group	obo:ENVO_00000082	hill range	high		drumlin field		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q63385969	flood control dam	obo:ENVO_00000471	flood control dam	wd:Q12323	dam	obo:ENVO_00000074	dam	high		flood control dam		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q634	planet	obo:ENVO_01000800	planet	wd:Q16873378|wd:Q400144	planetary body|planemo	obo:ENVO_01000799	astronomical body	high		planet		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6341928	rift lake	obo:ENVO_00000203	rift lake	wd:Q23397	lake	obo:ENVO_01001092	tectonic lake	high		rift lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6361	Photoevaporation	obo:ENVO_01001146	photoevaporation	wd:Q1293220	physical phenomenon	obo:ENVO_03000010	material transport process	high		photoevaporation		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q637600	sabkha	obo:ENVO_00000151	sabkha	wd:Q23397	lake	obo:ENVO_00000196	alkaline flat	high		sabkha		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q637776	dairy	obo:ENVO_00003862	dairy	wd:Q83405	factory	obo:ENVO_00003861	industrial building	high		dairy		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q643546	haze	obo:ENVO_01001402	haze	wd:Q104541|wd:Q1322005	aerosol|natural phenomenon	obo:ENVO_01001089	aerosolised solids	high		haze		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6554910	butte	obo:ENVO_00000287	butte	wd:Q271669	landform	obo:ENVO_01001491	flattened elevation	high		butte		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q655686	commercial building	obo:ENVO_01001222	commercial building	wd:Q41176	building	obo:ENVO_00000073	building	high		commercial building		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q656586	alluvial plain	obo:ENVO_00000258	alluvial plain	wd:Q160091	plain	obo:ENVO_00000086	plain	high		alluvial plain		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q661702	anabranch	obo:ENVO_00000152	anabranch	wd:Q355304	watercourse	obo:ENVO_00000023	stream	high		anabranch		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q662806	dike	obo:ENVO_01000671	dike	wd:Q29025902|wd:Q61041319|wd:Q631305	volcanic landform|intrusion|rock formation	obo:ENVO_01000525	rock intrusion	high		dike		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q663753	kame	obo:ENVO_00000542	kame	wd:Q2421276	glacial landform	obo:ENVO_00000176	elevation	high		kame		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6642389	Scoria	obo:ENVO_01000662	scoria	wd:Q108689	volcanic rock	obo:ENVO_00001995	rock	high		scoria		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6642424	mudstone	obo:ENVO_01000272	mudstone	wd:Q82480	sedimentary rock	obo:ENVO_01000271	clastic sedimentary rock	high		mudstone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6813731	Melt pond	obo:ENVO_03000040	melt pond	wd:Q3253281	pond	obo:ENVO_00000063	water body	high		melt pond		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q683031	Pinnacle	obo:ENVO_00000481	pinnacle	wd:Q391414	architectural element	obo:ENVO_00000176	elevation	high		pinnacle		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q68530	flume	obo:ENVO_00000079	flume	wd:Q12284	canal	obo:ENVO_00000014	canal	high		flume		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6915	magnetosphere	obo:ENVO_01001194	magnetosphere	wd:Q26713767	region of space	obo:ENVO_01000408	environmental zone	high		magnetosphere		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q691537	Mini-Neptune	obo:ENVO_01001128	mini-Neptune	wd:Q634	planet	obo:ENVO_01001122	gas planet	high		mini-neptune		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q6934978	Multiple vortex tornado	obo:ENVO_01001485	multiple vortex tornado	wd:Q8081	tornado	obo:ENVO_01001482	tornado	high		multiple vortex tornado		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q695793	rapids	obo:ENVO_00000034	rapids	wd:Q15324	body of water	obo:ENVO_01001308|obo:ENVO_00000023	hydroform|stream	high		rapids		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q6999	astronomical body	obo:ENVO_01000799	astronomical body	wd:Q17334923|wd:Q223557|wd:Q4235019	location|physical object|space object	obo:ENVO_01000804	astronomical object	high		astronomical body		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q7012	meteoroid	obo:ENVO_01001068	meteoroid	wd:Q1022867	minor planet	obo:ENVO_01000799	astronomical body	high		meteoroid		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q7144568	paternoster lake	obo:ENVO_00000487	paternoster lake	wd:Q211302	glacial lake	obo:ENVO_00000488	glacial lake	high		paternoster lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q717216	moonbow	obo:ENVO_01001005	lunar rainbow	wd:Q1052	rainbow	obo:ENVO_01001006	rainbow	high		moonbow		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q720050	compressed natural gas	obo:ENVO_01000555	compressed natural gas	wd:Q40858	natural gas	obo:ENVO_01000552	natural gas	high		compressed natural gas		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q7201252	planetary surface	obo:ENVO_01000324	planetary surface	wd:Q17334923|wd:Q30318034	location|astronomical object's surface	obo:ENVO_01001483|obo:ENVO_01000800	surface of an astronomical body|planet	high		planetary surface		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q7202090	plastic pollution	obo:ENVO_02500040	plastic pollution	wd:Q58734	pollution	obo:ENVO_02500036	environmental pollution	high		plastic pollution		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q723748	confluence	obo:ENVO_00000272	confluence	wd:Q863944	land waters	obo:ENVO_00000012|obo:ENVO_00000023	hydrographic feature|stream	high		confluence		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q727990	megathrust earthquake	obo:ENVO_01000679	megathrust earthquake	wd:Q7944	earthquake	obo:ENVO_01000678	tectonic earthquake	high		megathrust earthquake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q737988	patio	obo:ENVO_01000424	patio	wd:Q21950738	exterior space	obo:ENVO_00000070	construction	high		patio		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q738621	landline telephone	obo:ENVO_01000582	landline telephone	wd:Q11035|wd:Q944584	telephone|telephony	obo:ENVO_01000580	telephone	high		landline telephone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q742129	planetary core	obo:ENVO_01000641	planetary core	wd:Q47495022	shell of an astronomical object	obo:ENVO_01000639	planetary structural layer	high		planetary core		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q749565	structural basin	obo:ENVO_01000275	structural basin	wd:Q190429	depression	obo:ENVO_00000309	depression	high		structural basin		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q751300	shale	obo:ENVO_00002056	shale	wd:Q612133	clastic rock	obo:ENVO_01000271	clastic sedimentary rock	high		shale		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q752112	surface water	obo:ENVO_00002042	surface water	wd:Q283	water	obo:ENVO_00002006	liquid water	high		surface water		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q752870	motor vehicle	obo:ENVO_01000601	motor vehicle	wd:Q11019|wd:Q42889	machine|vehicle	obo:ENVO_01000604	vehicle	high		motor vehicle		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q75520	plateau	obo:ENVO_00000182	plateau	wd:Q271669	landform	obo:ENVO_01001491	flattened elevation	high		plateau		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q7558985	solutional cave	obo:ENVO_01000360	solutional cave	wd:Q35509	cave	obo:ENVO_00000067	cave	high		solutional cave		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q766952	concrete masonry unit	obo:ENVO_01000456	concrete masonry unit	wd:Q206615	building material	obo:ENVO_01000457	masonry unit	high		concrete masonry unit		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q76904	kerosene	obo:ENVO_01000551	paraffin	wd:Q22656	petroleum	obo:ENVO_00002983	fuel oil	high		kerosene		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
